13:44:26         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:44:31         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:44:36         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:44:41         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:44:46         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:44:51         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:44:56         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:45:01         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:45:06         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:45:11         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:45:16         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:45:21         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:45:26         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:45:31         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:45:36         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:45:41         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:45:46         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:45:51         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:45:56         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:46:01         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:46:06         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:46:11         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
13:46:16         sit0      0.00      0.00      0.00      0.00      0.00      0.00      0.00
